Date,Open,High,Low,Close
1952-08-01,25.450000762939453,25.549999237060547,24.829999923706055,25.030000686645508
1952-09-01,25.149999618530273,25.25,24.450000762939453,24.540000915527344
1952-10-01,24.479999542236328,24.579999923706055,23.799999237060547,24.520000457763672
1952-11-01,24.600000381469727,25.65999984741211,24.600000381469727,25.65999984741211
1952-12-01,25.68000030517578,26.59000015258789,25.610000610351562,26.56999969482422
1953-01-01,26.540000915527344,26.65999984741211,25.860000610351562,26.3799991607666
1953-02-01,26.510000228881836,26.540000915527344,25.479999542236328,25.899999618530273
1953-03-01,25.93000030517578,26.329999923706055,25.290000915527344,25.290000915527344
1953-04-01,25.25,25.25,24.190000534057617,24.6200008392334
1953-05-01,24.729999542236328,25.059999465942383,24.459999084472656,24.540000915527344
1953-06-01,24.149999618530273,24.219999313354492,23.540000915527344,24.139999389648438
1953-07-01,24.239999771118164,24.75,24.06999969482422,24.75
1953-08-01,24.84000015258789,24.84000015258789,23.31999969482422,23.31999969482422
1953-09-01,23.420000076293945,23.649999618530273,22.709999084472656,23.350000381469727
1953-10-01,23.489999771118164,24.579999923706055,23.389999389648438,24.540000915527344
1953-11-01,24.65999984741211,24.760000228881836,24.25,24.760000228881836
1953-12-01,24.780000686645508,24.989999771118164,24.549999237060547,24.809999465942383
1954-01-01,24.950000762939453,26.09000015258789,24.799999237060547,26.079999923706055
1954-02-01,25.989999771118164,26.299999237060547,25.809999465942383,26.149999618530273
1954-03-01,26.25,26.940000534057617,26.25,26.940000534057617
1954-04-01,27.170000076293945,28.260000228881836,27.010000228881836,28.260000228881836
1954-05-01,28.209999084472656,29.190000534057617,28.209999084472656,29.190000534057617
1954-06-01,29.190000534057617,29.43000030517578,28.149999618530273,29.209999084472656
1954-07-01,29.209999084472656,30.8799991607666,29.209999084472656,30.8799991607666
1954-08-01,30.989999771118164,31.209999084472656,29.829999923706055,29.829999923706055
1954-09-01,30.040000915527344,32.689998626708984,30.040000915527344,32.310001373291016
1954-10-01,32.290000915527344,32.7599983215332,31.68000030517578,31.68000030517578
1954-11-01,31.790000915527344,34.54999923706055,31.790000915527344,34.2400016784668
1954-12-01,33.9900016784668,35.97999954223633,33.9900016784668,35.97999954223633
1955-01-01,36.75,36.75,34.58000183105469,36.630001068115234
1955-02-01,36.720001220703125,37.150001525878906,36.439998626708984,36.7599983215332
1955-03-01,36.83000183105469,37.52000045776367,34.959999084472656,36.58000183105469
1955-04-01,36.95000076293945,38.31999969482422,36.83000183105469,37.959999084472656
1955-05-01,38.040000915527344,38.040000915527344,36.970001220703125,37.90999984741211
1955-06-01,37.959999084472656,41.029998779296875,37.959999084472656,41.029998779296875
1955-07-01,41.189998626708984,43.7599983215332,41.189998626708984,43.52000045776367
1955-08-01,42.93000030517578,43.18000030517578,41.7400016784668,43.18000030517578
1955-09-01,43.369998931884766,45.630001068115234,42.61000061035156,43.66999816894531
1955-10-01,42.4900016784668,42.9900016784668,40.79999923706055,42.34000015258789
1955-11-01,42.279998779296875,46.40999984741211,42.279998779296875,45.5099983215332
1955-12-01,45.349998474121094,45.88999938964844,44.95000076293945,45.47999954223633
1956-01-01,45.15999984741211,45.15999984741211,43.11000061035156,43.81999969482422
1956-02-01,44.029998779296875,45.43000030517578,43.41999816894531,45.34000015258789
1956-03-01,45.540000915527344,48.869998931884766,45.540000915527344,48.47999954223633
1956-04-01,48.70000076293945,48.849998474121094,47.09000015258789,48.380001068115234
1956-05-01,48.15999984741211,48.5099983215332,44.099998474121094,45.20000076293945
1956-06-01,45.58000183105469,47.130001068115234,45.13999938964844,46.970001220703125
1956-07-01,46.93000030517578,49.47999954223633,46.93000030517578,49.38999938964844
1956-08-01,49.619998931884766,49.63999938964844,46.939998626708984,47.5099983215332
1956-09-01,47.88999938964844,48.099998474121094,45.349998474121094,45.349998474121094
1956-10-01,44.70000076293945,47.0,44.70000076293945,45.58000183105469
1956-11-01,46.52000045776367,47.599998474121094,44.380001068115234,45.08000183105469
1956-12-01,45.97999954223633,47.040000915527344,45.84000015258789,46.66999816894531
1957-01-01,46.20000076293945,46.65999984741211,44.400001525878906,44.720001220703125
1957-02-01,44.619998931884766,44.619998931884766,42.38999938964844,43.2599983215332
1957-03-01,43.7400016784668,44.22999954223633,43.7400016784668,44.11000061035156
1957-04-01,44.13999938964844,45.7400016784668,44.13999938964844,45.7400016784668
1957-05-01,46.02000045776367,47.43000030517578,46.02000045776367,47.43000030517578
1957-06-01,47.369998931884766,48.2400016784668,46.779998779296875,47.369998931884766
1957-07-01,47.43000030517578,49.130001068115234,47.43000030517578,47.90999984741211
1957-08-01,47.790000915527344,47.790000915527344,43.88999938964844,45.220001220703125
1957-09-01,45.439998626708984,45.439998626708984,42.41999816894531,42.41999816894531
1957-10-01,42.7599983215332,43.13999938964844,38.97999954223633,41.060001373291016
1957-11-01,40.439998626708984,41.720001220703125,39.439998626708984,41.720001220703125
1957-12-01,41.36000061035156,41.540000915527344,39.380001068115234,39.9900016784668
1958-01-01,40.33000183105469,41.880001068115234,40.33000183105469,41.70000076293945
1958-02-01,42.040000915527344,42.459999084472656,40.61000061035156,40.84000015258789
1958-03-01,41.130001068115234,42.58000183105469,41.130001068115234,42.099998474121094
1958-04-01,41.93000030517578,43.439998626708984,41.33000183105469,43.439998626708984
1958-05-01,43.540000915527344,44.09000015258789,43.119998931884766,44.09000015258789
1958-06-01,44.310001373291016,45.34000015258789,44.310001373291016,45.2400016784668
1958-07-01,45.279998779296875,47.189998626708984,45.11000061035156,47.189998626708984
1958-08-01,47.4900016784668,48.15999984741211,47.220001220703125,47.75
1958-09-01,48.0,50.060001373291016,47.970001220703125,50.060001373291016
1958-10-01,49.97999954223633,51.619998931884766,49.97999954223633,51.33000183105469
1958-11-01,51.560001373291016,53.2400016784668,51.02000045776367,52.47999954223633
1958-12-01,52.689998626708984,55.209999084472656,52.459999084472656,55.209999084472656
1959-01-01,55.439998626708984,56.040000915527344,54.88999938964844,55.45000076293945
1959-02-01,55.209999084472656,55.52000045776367,53.58000183105469,55.40999984741211
1959-03-01,55.72999954223633,56.66999816894531,55.439998626708984,55.439998626708984
1959-04-01,55.689998626708984,58.16999816894531,55.689998626708984,57.59000015258789
1959-05-01,57.650001525878906,58.68000030517578,56.880001068115234,58.68000030517578
1959-06-01,58.630001068115234,58.630001068115234,56.36000061035156,58.470001220703125
1959-07-01,58.970001220703125,60.619998931884766,58.90999984741211,60.5099983215332
1959-08-01,60.709999084472656,60.709999084472656,58.27000045776367,59.599998474121094
1959-09-01,58.869998931884766,58.91999816894531,55.13999938964844,56.880001068115234
1959-10-01,56.939998626708984,57.52000045776367,56.0,57.52000045776367
1959-11-01,57.40999984741211,58.279998779296875,56.220001220703125,58.279998779296875
1959-12-01,58.70000076293945,59.88999938964844,58.599998474121094,59.88999938964844
1960-01-01,59.90999984741211,60.38999938964844,55.61000061035156,55.61000061035156
1960-02-01,55.959999084472656,56.81999969482422,54.72999954223633,56.119998931884766
1960-03-01,56.0099983215332,56.0099983215332,53.470001220703125,55.34000015258789
1960-04-01,55.43000030517578,56.59000015258789,54.369998931884766,54.369998931884766
1960-05-01,54.130001068115234,55.83000183105469,54.130001068115234,55.83000183105469
1960-06-01,55.88999938964844,58.0,55.88999938964844,56.91999816894531
1960-07-01,57.060001373291016,57.380001068115234,54.16999816894531,55.5099983215332
1960-08-01,55.529998779296875,58.06999969482422,54.720001220703125,56.959999084472656
1960-09-01,57.09000015258789,57.09000015258789,52.47999954223633,53.52000045776367
1960-10-01,53.36000061035156,54.86000061035156,52.20000076293945,53.38999938964844
1960-11-01,53.939998626708984,56.43000030517578,53.939998626708984,55.540000915527344
1960-12-01,55.29999923706055,58.11000061035156,55.29999923706055,58.11000061035156
1961-01-01,57.56999969482422,61.970001220703125,57.56999969482422,61.779998779296875
1961-02-01,61.900001525878906,63.439998626708984,61.13999938964844,63.439998626708984
1961-03-01,63.43000030517578,65.05999755859375,63.380001068115234,65.05999755859375
1961-04-01,65.5999984741211,68.68000030517578,64.4000015258789,65.30999755859375
1961-05-01,65.16999816894531,67.38999938964844,65.16999816894531,66.55999755859375
1961-06-01,66.55999755859375,67.08000183105469,64.47000122070312,64.63999938964844
1961-07-01,65.20999908447266,66.76000213623047,64.41000366210938,66.76000213623047
1961-08-01,67.37000274658203,68.44000244140625,66.94000244140625,68.06999969482422
1961-09-01,68.19000244140625,68.45999908447266,65.7699966430664,66.7300033569336
1961-10-01,66.7699966430664,68.62000274658203,66.7300033569336,68.62000274658203
1961-11-01,68.7300033569336,71.8499984741211,68.7300033569336,71.31999969482422
1961-12-01,71.77999877929688,72.63999938964844,70.86000061035156,71.55000305175781
1962-01-01,0.0,71.95999908447266,67.55000305175781,68.83999633789062
1962-02-01,0.0,71.12999725341797,68.55999755859375,69.95999908447266
1962-03-01,0.0,71.44000244140625,69.16000366210938,69.55000305175781
1962-04-01,0.0,69.81999969482422,64.94999694824219,65.23999786376953
1962-05-01,0.0,66.93000030517578,53.130001068115234,59.630001068115234
1962-06-01,0.0,59.959999084472656,51.349998474121094,54.75
1962-07-01,0.0,58.66999816894531,54.470001220703125,58.22999954223633
1962-08-01,0.0,60.33000183105469,56.7599983215332,59.119998931884766
1962-09-01,0.0,59.540000915527344,55.529998779296875,56.27000045776367
1962-10-01,0.0,57.83000183105469,52.54999923706055,56.52000045776367
1962-11-01,0.0,62.779998779296875,55.900001525878906,62.2599983215332
1962-12-01,0.0,63.5,61.279998779296875,63.099998474121094
1963-01-01,0.0,66.58999633789062,62.31999969482422,66.19999694824219
1963-02-01,66.30999755859375,66.95999908447266,64.08000183105469,64.29000091552734
1963-03-01,0.0,67.01000213623047,63.79999923706055,66.56999969482422
1963-04-01,0.0,70.18000030517578,66.2300033569336,69.80000305175781
1963-05-01,0.0,71.13999938964844,69.02999877929688,70.80000305175781
1963-06-01,0.0,71.23999786376953,68.77999877929688,69.37000274658203
1963-07-01,0.0,70.4800033569336,67.54000091552734,69.12999725341797
1963-08-01,0.0,72.70999908447266,68.63999938964844,72.5
1963-09-01,0.0,73.87000274658203,71.27999877929688,71.69999694824219
1963-10-01,0.0,75.18000030517578,71.56999969482422,74.01000213623047
1963-11-01,0.0,74.44000244140625,69.4800033569336,73.2300033569336
1963-12-01,0.0,75.36000061035156,73.0199966430664,75.0199966430664
1964-01-01,0.0,77.77999877929688,74.81999969482422,77.04000091552734
1964-02-01,0.0,78.30999755859375,76.36000061035156,77.80000305175781
1964-03-01,0.0,79.88999938964844,77.5,78.9800033569336
1964-04-01,0.0,81.19999694824219,78.66999816894531,79.45999908447266
1964-05-01,0.0,81.80999755859375,79.45999908447266,80.37000274658203
1964-06-01,0.0,82.0999984741211,78.1500015258789,81.69000244140625
1964-07-01,0.0,84.33000183105469,81.45999908447266,83.18000030517578
1964-08-01,0.0,83.48999786376953,80.80000305175781,81.83000183105469
1964-09-01,0.0,84.80000305175781,81.56999969482422,84.18000030517578
1964-10-01,0.0,85.69999694824219,83.6500015258789,84.86000061035156
1964-11-01,0.0,86.80000305175781,84.0999984741211,84.41999816894531
1964-12-01,0.0,85.18000030517578,82.6500015258789,84.75
1965-01-01,0.0,88.19000244140625,83.7699966430664,87.55999755859375
1965-02-01,0.0,88.05999755859375,85.25,87.43000030517578
1965-03-01,0.0,87.93000030517578,85.6500015258789,86.16000366210938
1965-04-01,0.0,89.63999938964844,85.87000274658203,89.11000061035156
1965-05-01,0.0,90.68000030517578,87.23999786376953,88.41999816894531
1965-06-01,0.0,88.80000305175781,80.7300033569336,84.12000274658203
1965-07-01,0.0,86.47000122070312,83.30000305175781,85.25
1965-08-01,0.0,87.79000091552734,84.80000305175781,87.16999816894531
1965-09-01,0.0,91.12999725341797,86.69000244140625,89.95999908447266
1965-10-01,0.0,93.19000244140625,89.30000305175781,92.41999816894531
1965-11-01,0.0,93.30000305175781,90.80999755859375,91.61000061035156
1965-12-01,0.0,93.06999969482422,89.19999694824219,92.43000030517578
1966-01-01,0.0,94.63999938964844,91.62999725341797,92.87999725341797
1966-02-01,0.0,94.72000122070312,90.43000030517578,91.22000122070312
1966-03-01,0.0,91.6500015258789,86.69000244140625,89.2300033569336
1966-04-01,0.0,93.0199966430664,88.95999908447266,91.05999755859375
1966-05-01,0.0,91.75,83.18000030517578,86.12999725341797
1966-06-01,0.0,87.73999786376953,83.75,84.73999786376953
1966-07-01,0.0,88.19000244140625,83.05000305175781,83.5999984741211
1966-08-01,0.0,84.69999694824219,73.91000366210938,77.0999984741211
1966-09-01,0.0,80.80999755859375,75.02999877929688,76.55999755859375
1966-10-01,0.0,80.91000366210938,72.27999877929688,80.19999694824219
1966-11-01,0.0,83.01000213623047,78.88999938964844,80.44999694824219
1966-12-01,0.0,83.87999725341797,79.48999786376953,80.33000183105469
1967-01-01,0.0,88.16999816894531,79.43000030517578,86.61000061035156
1967-02-01,0.0,89.0,85.61000061035156,86.77999877929688
1967-03-01,0.0,91.72000122070312,86.66999816894531,90.19999694824219
1967-04-01,0.0,94.7699966430664,87.86000061035156,94.01000213623047
1967-05-01,0.0,95.25,88.70999908447266,89.08000183105469
1967-06-01,0.0,93.27999877929688,87.19000244140625,90.63999938964844
1967-07-01,0.0,95.51000213623047,90.12000274658203,94.75
1967-08-01,0.0,96.66999816894531,92.01000213623047,93.63999938964844
1967-09-01,0.0,98.30999755859375,93.0,96.70999908447266
1967-10-01,0.0,98.25,93.29000091552734,93.30000305175781
1967-11-01,0.0,95.51000213623047,90.08999633789062,94.0
1967-12-01,0.0,96.9000015258789,93.41000366210938,96.47000122070312
1968-01-01,0.0,97.83999633789062,91.2699966430664,92.23999786376953
1968-02-01,0.0,93.44000244140625,86.7300033569336,89.36000061035156
1968-03-01,0.0,91.08999633789062,86.98999786376953,90.19999694824219
1968-04-01,0.0,98.61000061035156,91.11000061035156,97.45999908447266
1968-05-01,0.0,100.19000244140625,95.80000305175781,98.68000030517578
1968-06-01,0.0,102.83999633789062,98.72000122070312,99.58000183105469
1968-07-01,0.0,103.66999816894531,96.83999633789062,97.73999786376953
1968-08-01,0.0,99.66999816894531,95.79000091552734,98.86000061035156
1968-09-01,0.0,103.62999725341797,98.30999755859375,102.66999816894531
1968-10-01,0.0,105.77999877929688,101.80000305175781,103.41000366210938
1968-11-01,0.0,109.08999633789062,101.8499984741211,108.37000274658203
1968-12-01,0.0,109.37000274658203,102.9800033569336,103.86000061035156
1969-01-01,0.0,104.87000274658203,96.62999725341797,103.01000213623047
1969-02-01,0.0,104.61000061035156,97.36000061035156,98.12999725341797
1969-03-01,0.0,102.3499984741211,97.05999755859375,101.51000213623047
1969-04-01,0.0,104.55999755859375,99.08000183105469,103.69000244140625
1969-05-01,0.0,106.73999786376953,102.29000091552734,103.45999908447266
1969-06-01,0.0,103.75,95.20999908447266,97.70999908447266
1969-07-01,0.0,100.33000183105469,88.04000091552734,91.83000183105469
1969-08-01,0.0,96.43000030517578,91.4800033569336,95.51000213623047
1969-09-01,0.0,96.62000274658203,91.7699966430664,93.12000274658203
1969-10-01,0.0,98.83000183105469,91.66000366210938,97.12000274658203
1969-11-01,0.0,99.2300033569336,92.23999786376953,93.80999755859375
1969-12-01,0.0,94.47000122070312,88.62000274658203,92.05999755859375
1970-01-01,0.0,94.25,84.41999816894531,85.0199966430664
1970-02-01,0.0,90.33000183105469,84.63999938964844,89.5
1970-03-01,0.0,91.06999969482422,86.19000244140625,89.62999725341797
1970-04-01,0.0,90.69999694824219,79.30999755859375,81.5199966430664
1970-05-01,0.0,82.31999969482422,68.61000061035156,76.55000305175781
1970-06-01,0.0,79.95999908447266,72.25,72.72000122070312
1970-07-01,0.0,79.02999877929688,70.69000244140625,78.05000305175781
1970-08-01,0.0,82.47000122070312,74.12999725341797,81.5199966430664
1970-09-01,0.0,84.98999786376953,79.94999694824219,84.30000305175781
1970-10-01,0.0,87.75,82.29000091552734,83.25
1970-11-01,0.0,87.5999984741211,82.2300033569336,87.19999694824219
1970-12-01,0.0,92.98999786376953,86.11000061035156,92.1500015258789
1971-01-01,0.0,96.48999786376953,90.63999938964844,95.87999725341797
1971-02-01,0.0,99.58999633789062,94.91999816894531,96.75
1971-03-01,0.0,102.02999877929688,96.11000061035156,100.30999755859375
1971-04-01,0.0,105.5999984741211,99.62999725341797,103.94999694824219
1971-05-01,0.0,104.41999816894531,98.68000030517578,99.62999725341797
1971-06-01,0.0,102.06999969482422,96.91999816894531,98.69999694824219
1971-07-01,0.0,101.5199966430664,95.08000183105469,95.58000183105469
1971-08-01,0.0,101.51000213623047,92.80999755859375,99.02999877929688
1971-09-01,0.0,102.25,96.97000122070312,98.33999633789062
1971-10-01,0.0,100.95999908447266,92.95999908447266,94.2300033569336
1971-11-01,0.0,96.08000183105469,89.33999633789062,93.98999786376953
1971-12-01,0.0,102.20999908447266,93.94999694824219,102.08999633789062
1972-01-01,0.0,105.0,100.87000274658203,103.94000244140625
1972-02-01,0.0,107.16000366210938,103.0999984741211,106.56999969482422
1972-03-01,0.0,109.75,105.86000061035156,107.19999694824219
1972-04-01,0.0,111.11000061035156,106.18000030517578,107.66999816894531
1972-05-01,0.0,111.4800033569336,103.83000183105469,109.52999877929688
1972-06-01,0.0,110.51000213623047,105.94000244140625,107.13999938964844
1972-07-01,0.0,110.2699966430664,104.43000030517578,107.38999938964844
1972-08-01,0.0,113.44999694824219,107.05999755859375,111.08999633789062
1972-09-01,0.0,112.12000274658203,107.3499984741211,110.55000305175781
1972-10-01,0.0,112.26000213623047,106.2699966430664,111.58000183105469
1972-11-01,0.0,117.91000366210938,111.31999969482422,116.66999816894531
1972-12-01,0.0,119.79000091552734,114.62999725341797,118.05000305175781
1973-01-01,0.0,121.73999786376953,114.97000122070312,116.02999877929688
1973-02-01,0.0,118.9800033569336,109.80000305175781,111.68000030517578
1973-03-01,0.0,115.61000061035156,107.41000366210938,111.5199966430664
1973-04-01,0.0,113.6500015258789,105.44000244140625,106.97000122070312
1973-05-01,0.0,112.25,101.36000061035156,104.94999694824219
1973-06-01,0.0,109.5199966430664,101.44999694824219,104.26000213623047
1973-07-01,0.0,111.04000091552734,100.44000244140625,108.22000122070312
1973-08-01,0.0,108.16999816894531,99.73999786376953,104.25
1973-09-01,0.0,110.44999694824219,102.12999725341797,108.43000030517578
1973-10-01,0.0,112.81999969482422,107.08000183105469,108.29000091552734
1973-11-01,0.0,109.19999694824219,94.87999725341797,95.95999908447266
1973-12-01,0.0,99.08999633789062,91.05000305175781,97.55000305175781
1974-01-01,0.0,100.94000244140625,91.62000274658203,96.56999969482422
1974-02-01,0.0,97.43000030517578,89.52999877929688,96.22000122070312
1974-03-01,0.0,101.05000305175781,93.44000244140625,93.9800033569336
1974-04-01,0.0,95.41999816894531,88.62000274658203,90.30999755859375
1974-05-01,0.0,93.58999633789062,85.87000274658203,87.27999877929688
1974-06-01,0.0,93.76000213623047,85.12999725341797,86.0
1974-07-01,0.0,86.88999938964844,78.95999908447266,79.30999755859375
1974-08-01,0.0,83.52999877929688,69.37000274658203,72.1500015258789
1974-09-01,0.0,73.01000213623047,62.52000045776367,63.540000915527344
1974-10-01,0.0,75.9000015258789,60.959999084472656,73.9000015258789
1974-11-01,0.0,77.41000366210938,66.8499984741211,69.97000122070312
1974-12-01,0.0,69.80000305175781,64.12999725341797,68.55999755859375
1975-01-01,0.0,78.69000244140625,68.6500015258789,76.9800033569336
1975-02-01,0.0,83.55999755859375,76.0,81.58999633789062
1975-03-01,0.0,87.08000183105469,80.08000183105469,83.36000061035156
1975-04-01,0.0,88.79000091552734,79.66000366210938,87.30000305175781
1975-05-01,0.0,93.51000213623047,86.94000244140625,91.1500015258789
1975-06-01,0.0,95.8499984741211,89.30000305175781,95.19000244140625
1975-07-01,0.0,96.58000183105469,87.68000030517578,88.75
1975-08-01,0.0,89.04000091552734,82.20999908447266,86.87999725341797
1975-09-01,0.0,87.41999816894531,81.56999969482422,83.87000274658203
1975-10-01,0.0,91.75,82.56999969482422,89.04000091552734
1975-11-01,0.0,92.33000183105469,87.62999725341797,91.23999786376953
1975-12-01,0.0,91.9000015258789,86.1500015258789,90.19000244140625
1976-01-01,0.0,101.98999786376953,89.80999755859375,100.86000061035156
1976-02-01,0.0,103.06999969482422,98.5,99.70999908447266
1976-03-01,0.0,104.38999938964844,98.2300033569336,102.7699966430664
1976-04-01,0.0,104.62999725341797,99.56999969482422,101.63999938964844
1976-05-01,0.0,103.98999786376953,98.26000213623047,100.18000030517578
1976-06-01,0.0,105.06999969482422,97.97000122070312,104.27999877929688
1976-07-01,0.0,106.77999877929688,102.30999755859375,103.44000244140625
1976-08-01,0.0,105.41000366210938,100.43000030517578,102.91000366210938
1976-09-01,0.0,108.72000122070312,102.5999984741211,105.23999786376953
1976-10-01,0.0,105.75,99.20999908447266,102.9000015258789
1976-11-01,0.0,103.77999877929688,98.18000030517578,102.0999984741211
1976-12-01,0.0,107.81999969482422,101.62000274658203,107.45999908447266
1977-01-01,0.0,107.97000122070312,100.91000366210938,102.02999877929688
1977-02-01,0.0,103.31999969482422,98.81999969482422,99.81999969482422
1977-03-01,0.0,102.69999694824219,97.80000305175781,98.41999816894531
1977-04-01,0.0,102.06999969482422,96.52999877929688,98.44000244140625
1977-05-01,0.0,100.93000030517578,95.5199966430664,96.12000274658203
1977-06-01,0.0,101.6500015258789,95.88999938964844,100.4800033569336
1977-07-01,0.0,102.56999969482422,97.70999908447266,98.8499984741211
1977-08-01,0.0,99.83999633789062,95.04000091552734,96.7699966430664
1977-09-01,0.0,98.43000030517578,94.44000244140625,96.52999877929688
1977-10-01,0.0,97.2699966430664,90.19999694824219,92.33999633789062
1977-11-01,0.0,97.11000061035156,90.01000213623047,94.83000183105469
1977-12-01,0.0,95.66999816894531,91.76000213623047,95.0999984741211
1978-01-01,0.0,95.1500015258789,88.0199966430664,89.25
1978-02-01,0.0,91.31999969482422,86.58000183105469,87.04000091552734
1978-03-01,0.0,91.3499984741211,86.44999694824219,89.20999908447266
1978-04-01,0.0,97.91000366210938,88.06999969482422,96.83000183105469
1978-05-01,0.0,100.31999969482422,94.56999969482422,97.23999786376953
1978-06-01,0.0,101.83999633789062,93.98999786376953,95.52999877929688
1978-07-01,0.0,101.18000030517578,93.58999633789062,100.68000030517578
1978-08-01,0.0,106.2699966430664,99.94999694824219,103.29000091552734
1978-09-01,0.0,108.05000305175781,100.66000366210938,102.54000091552734
1978-10-01,0.0,106.2300033569336,91.6500015258789,93.1500015258789
1978-11-01,0.0,97.41000366210938,91.7699966430664,94.69999694824219
1978-12-01,0.0,98.58000183105469,92.63999938964844,96.11000061035156
1979-01-01,0.0,102.58999633789062,95.22000122070312,99.93000030517578
1979-02-01,0.0,100.5199966430664,95.37999725341797,96.27999877929688
1979-03-01,0.0,103.30999755859375,95.9800033569336,101.58999633789062
1979-04-01,0.0,103.94999694824219,100.13999938964844,101.76000213623047
1979-05-01,0.0,102.56999969482422,97.48999786376953,99.08000183105469
1979-06-01,0.0,103.66999816894531,98.56999969482422,102.91000366210938
1979-07-01,0.0,105.16999816894531,100.3499984741211,103.80999755859375
1979-08-01,0.0,109.83999633789062,103.13999938964844,109.31999969482422
1979-09-01,0.0,111.58000183105469,105.37999725341797,109.31999969482422
1979-10-01,0.0,112.16000366210938,99.05999755859375,101.81999969482422
1979-11-01,0.0,107.88999938964844,99.41999816894531,106.16000366210938
1979-12-01,0.0,110.33000183105469,105.06999969482422,107.94000244140625
1980-01-01,0.0,117.16999816894531,103.26000213623047,114.16000366210938
1980-02-01,0.0,120.22000122070312,111.33000183105469,113.66000366210938
1980-03-01,0.0,114.33999633789062,94.2300033569336,102.08999633789062
1980-04-01,0.0,106.79000091552734,98.94999694824219,106.29000091552734
1980-05-01,0.0,112.72000122070312,103.5,111.23999786376953
1980-06-01,0.0,117.9800033569336,109.7699966430664,114.23999786376953
1980-07-01,0.0,123.93000030517578,113.54000091552734,121.66999816894531
1980-08-01,0.0,127.77999877929688,119.41999816894531,122.37999725341797
1980-09-01,0.0,132.1699981689453,121.79000091552734,125.45999908447266
1980-10-01,0.0,135.8800048828125,124.66000366210938,127.47000122070312
1980-11-01,0.0,141.9600067138672,127.2300033569336,140.52000427246094
1980-12-01,0.0,140.66000366210938,125.31999969482422,135.75999450683594
1981-01-01,0.0,140.32000732421875,128.57000732421875,129.5500030517578
1981-02-01,0.0,132.02000427246094,124.66000366210938,131.27000427246094
1981-03-01,0.0,138.3800048828125,128.55999755859375,136.0
1981-04-01,0.0,137.72000122070312,131.5800018310547,132.80999755859375
1981-05-01,0.0,134.9199981689453,128.77999877929688,132.58999633789062
1981-06-01,0.0,135.6699981689453,128.77000427246094,131.2100067138672
1981-07-01,0.0,131.77999877929688,125.95999908447266,130.9199981689453
1981-08-01,0.0,135.17999267578125,122.29000091552734,122.79000091552734
1981-09-01,0.0,124.58000183105469,110.19000244140625,116.18000030517578
1981-10-01,0.0,123.27999877929688,115.0,121.88999938964844
1981-11-01,0.0,126.97000122070312,119.12999725341797,126.3499984741211
1981-12-01,0.0,127.31999969482422,121.04000091552734,122.55000305175781
1982-01-01,0.0,123.72000122070312,113.62999725341797,120.4000015258789
1982-02-01,0.0,119.80999755859375,110.02999877929688,113.11000061035156
1982-03-01,0.0,114.80000305175781,104.45999908447266,111.95999908447266
1982-04-01,0.0,119.33000183105469,111.4800033569336,116.44000244140625
